,Resp_wave,ACCVert,ACCLat,ACCLong,Jerk
-7.16,522.1102384615457,-849.1337999999216,-370.5668999999608,250.0,8.719077322429138
-7.12,519.0333153846216,-849.4331000000312,-370.4331000000312,252.2993000000936,9.971725144873645
-7.08,515.60852307693,-843.5668999999768,-364.5668999999768,255.1751749999826,9.626318116789012
-7.04,511.87946923077345,-840.374125000057,-368.4331000000152,255.0748250000114,9.988897883837534
-7.0,508.8353940149676,-845.5668999999928,-359.86620000001443,250.75792500001265,9.823627772732449
-6.960000000000001,505.81023846154574,-846.9337999998501,-367.81707499986885,246.9337999998501,10.526684261599767
-6.92,502.73331538462156,-847.0662000001587,-369.53310000007934,251.46689999992066,10.301858651428791
-6.880000000000001,500.10426153846504,-843.3170749998736,-371.21602500019867,250.0,10.174905967521864
-6.84,498.05297948718226,-852.9337999998733,-366.46689999993663,254.0,10.39139782859062
-6.800000000000001,496.5008487179498,-839.8170749999016,-370.0662000001125,250.0,9.680742294161293
-6.76,495.4752076923084,-844.5331000000474,-365.53310000004734,250.0,9.746667120503352
-6.720000000000001,494.44956666666707,-846.0,-371.31707499992956,252.46689999995974,9.172384808315552
-6.68,493.42539897698344,-848.0452999999035,-363.7108000000351,250.0,9.393246654652314
-6.640000000000001,493.0,-845.6330999999986,-366.6330999999987,253.6330999999987,9.28355262637559
-6.6,492.37520769230935,-852.5324000002586,-377.5108000000862,249.0216000001724,10.13946080029424
-6.5600000000000005,492.650433333332,-846.2410250001869,-371.0,247.36689999993203,10.218121739711687
-6.52,492.3239256410266,-843.6331000000591,-366.2662000001182,250.0,10.652387238861388
-6.48,492.0,-850.633100000052,-363.0,253.366899999948,10.352503594368853
-6.4399999999999995,492.7273564102561,-849.2662000000862,-371.0,256.72482500003235,10.473011135009006
-6.4,493.0,-844.733799999928,-365.633100000036,251.366899999964,9.63092274816579
-6.359999999999999,493.0,-845.466200000003,-369.2668999999985,247.73310000000154,9.577343777577148
-6.32,493.0,-845.2668999999847,-365.53379999996946,250.0,9.307928869965629
-6.279999999999999,493.0,-842.0,-367.73397499974794,253.73310000009164,9.21509787836843
-6.24,493.8273564102561,-843.7829250000982,-367.0,251.46620000011225,9.551046787991964
-6.199999999999999,494.0,-846.0,-366.4662000001665,248.26689999991675,10.461563410627988
-6.16,494.87863846153624,-844.1993000002284,-368.0675999996954,251.28292500013325,10.066254695955358
-6.119999999999999,495.0,-846.2668999999328,-359.5337999998655,254.0,10.332341591025306
-6.08,495.0,-846.0,-365.7331000000602,250.0,10.951795121104148
-6.039999999999999,495.9531176470579,-844.1668999999742,-363.0,248.1668999999743,10.43913094289696
-6.0,496.0,-847.6662000000372,-375.70897499994885,250.8331000000186,10.15809275067394
-5.960000000000001,496.0,-849.5410250000316,-363.33379999997703,250.0,10.914918824507096
-5.92,496.0,-844.8331000000026,-358.5006999999922,248.83310000000262,11.310982116815408
-5.880000000000001,496.0,-844.1668999999524,-371.4596749997263,250.12587499982152,11.481573167658258
-5.84,496.0,-848.3337999999794,-359.8331000000103,250.0,11.579502340932716
-5.800000000000001,496.10684358974174,-846.0,-367.0,253.83310000008845,11.583278022695245
-5.76,497.0,-842.0,-372.0077317074486,251.72312195136982,10.879339100028615
-5.720000000000001,497.0,-847.9331000000516,-361.06689999994836,248.06689999994836,10.301670188472135
-5.68,497.0,-846.0,-367.2675999998644,247.24413333337856,9.456705797186014
-5.640000000000001,497.1812025641004,-842.0668999999643,-366.93310000003567,254.0,9.905681197207285
-5.6,498.0,-845.9107999999986,-366.82159999999726,250.0,10.132550107791266
-5.5600000000000005,498.0,-847.0668999999255,-368.8662000001492,257.0,9.870635864046804
-5.52,498.2581256410245,-846.0,-363.2675999998508,251.93310000003729,10.162485149847127
-5.48,499.0,-855.2006999997332,-369.13379999982214,259.36707499984436,10.575649604227191
-5.4399999999999995,499.30684358974287,-839.0248250000409,-370.93379999989105,250.0,10.550829783947382
-5.4,500.0,-845.0331000000474,-372.3079250000829,259.3079250000829,10.520606257665188
-5.359999999999999,500.0,-845.933799999923,-361.0331000000385,254.0,10.588952479000566
-5.32,500.3837666666649,-845.0993000000941,-368.93379999993726,248.06620000006276,10.254769470226826
-5.279999999999999,501.4094076923063,-849.9668999999775,-370.933799999955,254.02482500001688,10.203005490209655
-5.24,502.4350487179476,-842.0,-371.0,255.30792500002693,9.827595469560853
-5.199999999999999,503.460689743589,-844.0331000000065,-368.9668999999935,257.5579250000114,9.436157611919402
-5.16,504.0,-844.9668999999712,-373.8410250000791,256.22517499997844,9.894830905261346
-5.119999999999999,504.496672499998,-845.8668999999213,-374.26620000015726,250.13310000007863,10.389101545078756
-5.08,505.0,-850.0,-363.8668999999285,253.13310000007152,9.980860214364288
-5.039999999999999,505.53504871794763,-846.0,-356.6006999998121,253.26707499989038,9.527561570203927
-5.0,506.0,-848.8668999999445,-367.6006999998334,259.86689999994445,10.514194757842192
-4.960000000000001,506.0,-849.8668999999516,-363.2662000000969,254.09982500003633,10.800881603348126
-4.92,506.0,-849.1331000000396,-358.4675999998418,266.39930000011867,10.90942738269981
-4.880000000000001,505.3623871794888,-848.3993000000974,-361.13310000003247,251.86689999996756,11.464593792056217
-4.84,505.0,-851.533799999934,-363.0,252.76689999996697,12.21877176339502
-4.800000000000001,505.0,-842.0,-362.7669000000025,250.2330999999975,11.597889188064801
-4.76,504.2880282051292,-855.6993000002217,-356.53379999985225,250.76689999992612,10.963384650679302
-4.720000000000001,504.0,-845.5337999998228,-360.7668999999114,253.90792500015502,10.832623876080014
-4.68,504.0,-840.766899999932,-371.0,254.0,11.082049224880707
-4.640000000000001,504.0,-845.6891999999061,-367.0,250.0,10.33059528158885
-4.6,504.0,-846.0,-373.35897499990296,250.23310000003528,10.312224728553756
-4.5600000000000005,504.0,-841.4248250000211,-367.7668999999718,250.0,10.706648065261106
-4.52,504.0,-841.9170749998949,-366.33379999987994,251.66689999993997,10.831960000680265
-4.48,503.1333275000004,-847.333799999951,-361.667599999902,257.0,10.09209773429907
